id,bucket,is_root,spam,text,parent_text
4,experiment,True,,The biggest challenge of the 21st century is the irony of technologies of abundance in the hands of those thinking in terms of scarcity,
5,experiment,True,,This is the most serious financial situation we have known in generations,
6,experiment,True,,Children from slum backgrounds are a potential menace to our society,
7,experiment,True,,"They want to keep it all for themselves, and I don't blame them, but it ends up being a rich ghetto",
8,experiment,True,,"It's not just for work, it's not just for play, we think it's the one phone you can use for your entire life",
9,experiment,True,,"This boy, let's say he's the product of a broken home and a filthy neighbourhood, we can't help that, we get to decide whether he's innocent or guilty",
10,experiment,True,,Dinosaurs and humans walked the earth at the same time,
11,experiment,True,,"No reptiles have fur, and all snakes are reptiles, therefore no snakes have fur",
12,experiment,True,,"All horses have hooves, and no humans have hooves, therefore some humans are not horses",
13,experiment,True,,"All squares are rectangles, and all squares are rhombuses, therefore some rhombuses are rectangles",
14,experiment,False,0,"All squares are rectangles, and all squares are rhombuses, therefore some rhombuses are rectangles","All squares are rectangles, and all squares are rhombuses, therefore some rhombuses are rectangles"
15,experiment,False,0,"All squares are rectangles, all squares are rhombuses. Therefore, some squares are rhombuses.","All squares are rectangles, and all squares are rhombuses, therefore some rhombuses are rectangles"
16,experiment,False,0,Children from slum backgrounds are a potential menace to our society,Children from slum backgrounds are a potential menace to our society
17,experiment,False,0,"No reptiles have fur, and all snakes are reptiles, therefore no snakes have fur","No reptiles have fur, and all snakes are reptiles, therefore no snakes have fur"
18,experiment,False,0,Dinosaurs and humans walked the earth at the same time,Dinosaurs and humans walked the earth at the same time
19,experiment,False,0,"They want to keep it all for themselves, and I don't blame them, but it ends up being a rich ghetto","They want to keep it all for themselves, and I don't blame them, but it ends up being a rich ghetto"
20,experiment,False,0,The biggest challenge of the 21st century is the irony of technology of abundance in the hands of those who think in terms of scarcity,The biggest challenge of the 21st century is the irony of technologies of abundance in the hands of those thinking in terms of scarcity
21,experiment,False,0,"All horses have hooves, and no humans have hooves, therefore some humans are not horses","All horses have hooves, and no humans have hooves, therefore some humans are not horses"
22,experiment,False,0,The biggest challenge of the 21t century is the irony of technologies of abudences of those thinking in terms of scarcity.,The biggest challenge of the 21st century is the irony of technologies of abundance in the hands of those thinking in terms of scarcity
23,experiment,False,0,"All horses have hooves, and no humans have hooves, therefore some humans are not horses","All horses have hooves, and no humans have hooves, therefore some humans are not horses"
24,experiment,False,0,This is the most serious financial situation we have known in generations,This is the most serious financial situation we have known in generations
25,experiment,False,0,"They want to keep it all for themselves, and I don't blame them, but it ends up being a rich ghetto","They want to keep it all for themselves, and I don't blame them, but it ends up being a rich ghetto"
26,experiment,False,0,Children from slum backgrounds are a potential menace to our society.,Children from slum backgrounds are a potential menace to our society
27,experiment,False,0,"This boy, let's say he's the product of a broken home and a filthy neighbourhood, we can't change that, we have to decide whether he's innocent or guilty","This boy, let's say he's the product of a broken home and a filthy neighbourhood, we can't help that, we get to decide whether he's innocent or guilty"
28,experiment,False,0,Dinosaurs and humans walked the earth at the same time,Dinosaurs and humans walked the earth at the same time
29,experiment,False,0,Children from slum backgrounds are a potential menace to our society,Children from slum backgrounds are a potential menace to our society
30,experiment,False,0,"This boy lets say he's the product of a broken home and a filthy neighbourhood, we can't help that. We get to decide whether he's guilty or innocent.","This boy, let's say he's the product of a broken home and a filthy neighbourhood, we can't help that, we get to decide whether he's innocent or guilty"
31,experiment,False,0,"This boy, let's say he's the product of a broken home and a filthy neighbourhood, we can't help that, we get to decide whether he's innocent or guilty","This boy, let's say he's the product of a broken home and a filthy neighbourhood, we can't help that, we get to decide whether he's innocent or guilty"
32,experiment,False,0,The biggest challenge of the 21t century is the irony of those thinking in terms of abudences in the challenges of scarcity,The biggest challenge of the 21t century is the irony of technologies of abudences of those thinking in terms of scarcity.
33,experiment,False,0,"They want to keep it all for themselves and I don't blame them, but it ends up becoming a rich ghetto.","They want to keep it all for themselves, and I don't blame them, but it ends up being a rich ghetto"
34,experiment,False,0,Dinosaurs and humans walked the earth at the same time,Dinosaurs and humans walked the earth at the same time
35,experiment,False,0,"They want to keep it all for themselves, and I don't blame them, but it ends up being a rich ghetto","They want to keep it all for themselves, and I don't blame them, but it ends up being a rich ghetto"
36,experiment,False,0,"It's not just for work, it's not just for play, we think it's the one phone you can use for your entire life","It's not just for work, it's not just for play, we think it's the one phone you can use for your entire life"
37,experiment,False,0,"No reptiles have fur, and all snakes are reptiles, therefore no snakes have fur.","No reptiles have fur, and all snakes are reptiles, therefore no snakes have fur"
38,experiment,False,0,"It's not just for work, it's not just for play. We think it's the one phone you can use for your entire life.","It's not just for work, it's not just for play, we think it's the one phone you can use for your entire life"
39,experiment,False,0,Dinosaurs and humans walked the Earth at the same time,Dinosaurs and humans walked the earth at the same time
40,experiment,False,0,"This boy, lets say he's the product of a broken home and a filthy neighbourhood, we can't change that.  We have to decide if he's innocent or guilty.","This boy, let's say he's the product of a broken home and a filthy neighbourhood, we can't change that, we have to decide whether he's innocent or guilty"
41,experiment,False,0,The biggest challenge of the 21st century is the irony of technology in abundance,The biggest challenge of the 21st century is the irony of technologies of abundance in the hands of those thinking in terms of scarcity
42,experiment,False,0,"All squares are rectangles and all squares and rhombuses, therefore some rectangles are rhombuses.","All squares are rectangles, and all squares are rhombuses, therefore some rhombuses are rectangles"
43,experiment,False,0,"All squares are rhombuses, and all rhombuses are squares, therefore some rhombuses are rectangles","All squares are rectangles, and all squares are rhombuses, therefore some rhombuses are rectangles"
44,experiment,False,0,"no reptiles have fur, and all snakes are reptiles, therefor no snakes have fur.","No reptiles have fur, and all snakes are reptiles, therefore no snakes have fur"
45,experiment,False,0,Children from slum backgrounds are a potential menace to our society,Children from slum backgrounds are a potential menace to our society
46,experiment,False,0,This is the most serious financial situation we have known for generations.,This is the most serious financial situation we have known in generations
47,experiment,False,0,The biggest challenge of the 21st century is the irony of technology in abundance,The biggest challenge of the 21st century is the irony of technology in abundance
48,experiment,False,0,"This boy, let's say he's the product of a broken home and a filthy neighbourhood, we can't help that, we get to decide whether he's innocent or guilty","This boy, let's say he's the product of a broken home and a filthy neighbourhood, we can't help that, we get to decide whether he's innocent or guilty"
49,experiment,False,0,"All horses have hooves and no humans have hooves, therefore some humans are not horses.","All horses have hooves, and no humans have hooves, therefore some humans are not horses"
50,experiment,False,0,It's not just for work. It's not just for play. We think it's the one phone that you can use your entire life,"It's not just for work, it's not just for play. We think it's the one phone you can use for your entire life."
51,experiment,False,0,"All squares are rectangles, some squares are rhombuses.  Therefore all squares are rhombuses.","All squares are rectangles, all squares are rhombuses. Therefore, some squares are rhombuses."
