id,bucket,is_root,spam,text,parent_text
256,experiment,False,0,"Well, we're not in the middle of nowhere, but I can see it from here.","Well, we're not in the middle of nowhere, but we can see it from here."
512,experiment,False,0,"If i don't make it up, then you go ahead and have a great time.","If I don't make it up, then you go ahead and have a great time."
768,experiment,False,0,"I'll be up in a while, to help you ring in the new year","I'll be up in a while, to help you ring in the new year"
1280,experiment,False,0,The only time a whore should open her mouth is when she is giving head.,The only time a whore should open her mouth is when she is giving head.
1536,experiment,False,0,"If I don't make it up, you go ahead and have a great time.","If I don't make it up, you go ahead and have a great time."
1792,experiment,False,0,I'm talking about when your nearer the end of your life not the beginning.,I'm talking about when you're nearer the end of your life than the beginning.
2048,experiment,False,0,All right driver. Once around the park. Slowly. And keep your eyes on the road.,All right driver. Once around the park. Slowly. And keep your eyes on the road.
2304,experiment,False,0,"You have the grand gift of silence, Watson. It makes you quite compatible","You have the grand gift of silence Watson,it makes you quite compatible."
2560,experiment,False,0,"Are you always this funny, or only on the day you're in for murder?","Are you always this funny, or only on the day you're in for murder?"
257,experiment,False,0,"Can you think of anything else, Barbara, they might have told me about at that party?","Can you think of anything else, Barbara, they might have told me about that party?"
513,experiment,False,0,"who could love a man who, keeps jumping through burning hoops, like a trained poodle?","Who could love a man who, keeps jumping through burning hoops, like a trained poodle?"
769,experiment,False,0,And we have to decide whether we want to come out of this dead or alive.,And we have to decide whether we want to come out of this dead or alive.
1025,experiment,False,0,This is the first one that looked like it was hiding from the world at large.,This is the first one that looked like it was hiding from the world at large.
1281,experiment,False,0,I may not be much of a horse guy.,I may not be much of a horse guy.
1537,experiment,False,0,"You have a grand gift of silence, Watson. You make a grand companion.","You have a grand gift of silence, Watson. You make a grand companion."
1793,experiment,False,0,The first and most important rule of gunrunning is not to get shot with any of your merchandise.,The first and most important rule of gunrunning is to make sure you don't get shot with your own merchandise.
2049,experiment,False,0,"If it was worth breaking your fingers on, I'd tear your face wide open","If it was worth breaking my fingers on,I'd tear your face wide open."
2305,experiment,False,0,"In Korea, we stacked fucks like you five feet high, and used you as sandbags","In Korea, we stacked fucks like you five feet high and used you as sandbags"
2561,experiment,False,0,"It's hard to put into words, the kind of connection people have to the forest.","It's hard to put into words, the kind of connection people have to the forest"
258,experiment,False,0,"Can you think of anything else, Barbara, they might have told me about at that party?","Can you think of anything else, Barbara, they might have told me about that party?"
770,experiment,False,0,I don't know. I find they're always good for a little quick ass.,I don't know. I find they're always good for a little quick ass.
1538,experiment,False,0,And still I was the only one who stood up to him,And still I was the only one who stood up to him!
1794,experiment,False,0,"So this year, when Georges white flower opened. He sent me to Canada.","So this year, when Georges white flower opened. He sent me off to Canada."
2050,experiment,False,0,It's hard to put into words the deep connection.,It's hard to put into words the deep connection.
2306,experiment,False,0,If it was worth breaking your fingers on I would tear your face wide open.,"If it was worth breaking your fingers on, I'd tear your face wide open."
2562,experiment,False,0,The things that haunt a guy are the things he wasn't ordered to do.,The things that haunt a guy are the things he wasn't ordered to do.
259,experiment,False,0,"Don't piss me off, junior. Or I will repaint this office with your brains!","Don't piss me off, junior. Or I will repaint this office with your brains."
771,experiment,False,0,In Korea we stacked fucks like they were five feet tall.,In Korea we stacked fucks like they were five feet tall.
1283,experiment,False,0,"That's the influence of right food, the right influence and breathing.","That's the influence of right food, the right influence and breathing."
1539,experiment,False,0,Every guy in history who tries to pick up a girl does the good thing first.,Every guy in history who tries to pick up a girl does the good thing first.
1795,experiment,False,0,And still I was the only one with guts enough to stand up for him.,And still I was the only one with guts enough to stand up for him.
2051,experiment,False,0,The only time a whore should open her mouth is when she's giving head.,The only time a whore should open her mouth is when she is giving head.
2307,experiment,False,0,"At least they say when they are going to have a war, they kept their word.","At least they say when they are going to have a war, they kept there word."
2563,experiment,False,0,Who could love a man who jumps through burning hoops,Who could love a man who keeps jumping through burning hoops.
260,experiment,False,0,"He never would have killed himself, if i hadn't gone through with the annulment.","He never would have killed himself, if I hadn't gone through with the annulment"
772,experiment,False,0,Alright driver. Once round the park. Slowly. Keep your eyes on the road.,"Alright, driver. Once around the park. Slowly. Keep your eyes on the road."
1284,experiment,False,0,You have got the grand gift of silence Watson.  That makes you the ideal accomplice.,You have got the grand gift of silence Watson. That makes you an invaluable accomplice.
1540,experiment,False,0,"The two hours before school and before the Rockford show. Two days later,",The two hours after school and before the Rockford Files. Two days later.
1796,experiment,False,0,"In Korea, we stacked fucks like you and made sandbags","In Korea, we stacked fucks like you and made sandbags"
2052,experiment,False,0,"Can you think of anything else , Barbara, they may have told me about the party.","Can you think of anything else , Barbara, they may have told me about the party."
2308,experiment,False,0,Are you always this funny or only days when you are wanted for murder?,Are you always this funny or only days when you are wanted for murder?
2564,experiment,False,0,"I'm not happy about stealing that horse, but I do have my pride",I'm not happy about stealing that horse but I do have my pride
261,experiment,False,0,"Lloyd, as your attorney, I'm asking you to get the fuck away from me","Lloyd, as your attorney, I'm advising you to get the fuck away from me."
773,experiment,False,0,"It's all memorabilia, but its all ephemeral, if you know what I mean",It's all memorabilia but incidental if you know what I mean.
1029,experiment,False,0,Each and every one of these kids just so happens to be 21 years old.,Each and every one of these kids just so happens to be 21 years old.
1285,experiment,False,0,"Will you tell him when I conduct an interview, I will sit where I damn well please.","Will you tell him when I conduct an interview, I will sit where I damn well please."
1541,experiment,False,0,"Now, look, I want you to drive me around the corner and wait for me","Now, look, I want you to drive me around the corner and wait for me."
1797,experiment,False,0,Are you always this funny? or is only on days you're wanted for murder.,Are you always this funny? or is only on days you are wanted for murder
2053,experiment,False,0,I'm not happy about stealing that horse but I do have my pride,"I'm not happy about stealing that horse, but I do have my pride."
2309,experiment,False,0,"Its all part of your image, I don't believe a word of it.","Its all part of your image, I don't believe a word of it"
2565,experiment,False,0,Actually my friend will pronounce you dead shortly and it will work.,Actually my friend will pronounce you dead shortly and it will work.
6,experiment,True,0,"I do mind. If it don't jell, it ain't aspic! This ain't jelling.",
262,experiment,False,0,Every guy in history who tried to pick up a girl did the good-friend thing first.,Every guy in history who tried to pick up a girl did the good-friend thing first.
518,experiment,False,0,The emperor has made a critical error and the time for our attack has come.,The Emperor has made a critical error and the time for our attack has come.
774,experiment,False,0,Don't piss me off junior.  Or i will repaint this office with your brains.,Don't piss me off junior. Or i will repaint this office with your brains.
1030,experiment,False,0,Alright driver. Once round the park. Slowly,Alright driver. Once round the park. Slowly.
1286,experiment,False,0,I'm talking about when you are nearer the end of your life than the beginning,I'm talking about when you are nearer the end of your life than the beginning.
1542,experiment,False,0,The only time a whore should open her mouth is when she opens her head.,The only time a whore should open her mouth is when she opens her head.
1798,experiment,False,0,The things that haunt a guy are the things he was not ordered to do,The things that haunt a guy are the stuff he wasn't ordered to do.
2054,experiment,False,0,"Will you tell him that when I conduct and interview, I sit where I damn please.","Will you tell him that when I conduct and interview, I sit where I damn please."
2310,experiment,False,0,And still I was the one with guts strong enough to stand up to him.,And still I was the only one with the guts strong enough to stand up to him.
2566,experiment,False,0,I am talking of the time when you nearer to the end of your life then the beginning.,I'm talking about the time when you are nearer the end of your life than the beginning.
7,experiment,True,0,This is the first one that looked like it was hiding from the world at large.,
263,experiment,False,0,"The Emperor has made a critical error, and the time for our attack has come.",The Emperor has made a critical error and the time for our attack has come.
519,experiment,False,0,Also we're heading for the sun and I can't seem to find the course,"Also, we're heading right for the sun and can't seem to change course."
775,experiment,False,0,"I don't know what he was, but he made Frankenstein look like a lily!",I don't know what he was but he made Frankenstein look like a lily!
1031,experiment,False,0,Every guy in history who tries to pick up a girl does the good thing first.,Every guy in history who try to pick up a girl do the good-friend thing first.
1287,experiment,False,0,You ask me one more question and I'm beating the shit out of you.,"You ask me one more question, and I'm beating the shit out of you!"
1543,experiment,False,0,It's all a part of your image.  I don't believe a word of it,It's all a part of your image. I don't believe a word of it.
1799,experiment,False,0,And we have to decide whether we come out of this dead or alive.,And we have to decide whether we want to come out of this dead or alive.
2055,experiment,False,0,You have the grand gift of silence,"You have the grand gift of silence, Watson, it makes you invaluable as a friend."
2311,experiment,False,0,and we have to decide if we come out of this alive or dead,and we have to decide if we come out of this alive or dead
2567,experiment,False,0,You don't have to tell me your secret if you don't want to.,You don't have to tell me your secret if you don't want to.
8,experiment,True,0,"Don't piss me off, junior. Or I will repaint this office with your brains.",
264,experiment,False,0,"If I don't make it up, you go ahead and have a good time.","If I don't make it up, you go ahead and have a good time."
520,experiment,False,0,"So this year, when George White's Scandals opened, she packed me off to Florida.","So this year, when George White's Scandals opened, she packed me off to Florida."
776,experiment,False,0,You of all people should know Terry: In your hotel there is always someone watching.,You of all people should know Terry: In your hotel there is always someone watching.
1288,experiment,False,0,He would never had of killed himself if I hadn't gone through with the annulment,He would never had of killed himself if I hadn't gone through with the annulment.
1544,experiment,False,0,I may not be much of a horse guy. But i was born to do this,I may not be much of a horse guy. But i was born to do this.
1800,experiment,False,0,Is looking like a constipated warthog a prerequisite to getting into the art world,Is looking like a constipated warthog a prerequisite to getting into the art world
2056,experiment,False,0,"Are you always this funny, or only on the day you're in for murder?","Are you always this funny, or only on days you are wanted for murder?"
2312,experiment,False,0,If you really wanted to mess me up you should have got to me earlier.,If you really wanted to mess me up you should have got to me earlier.
2568,experiment,False,0,This is the first one that looked like it was hiding from the world at large,This is the first one that looked like it was hiding from the world at large
9,experiment,True,0,I gotta go break the news to Megan's friends about what's happened.,
265,experiment,False,0,"Can you think of anything else, Barbara, they might have told me about the party.","Can you think of anything else, Barbara, they might have told me about that party?"
777,experiment,False,0,I've got to get Ted. Just don't come apart on me now Simon.,I've got to get Ted. Just don't come apart on me now Simon.
1289,experiment,False,0,We also know that the weapons of this death start.,We also know that the weapons of this death start
1545,experiment,False,0,"Also, we're heading for the sun and can't seem to change course","Also, we're heading straight for the sun and can't seem to change course"
1801,experiment,False,0,"See, the kind of people you steal from, they have insurance to compensate them","See, the kind of people you steal things from, they have insurance to compensate them."
2057,experiment,False,0,Every guy in history who tried to pick up a girl did the good friend thing first,Every guy in history who tried to pick up a girl did the good friend thing first.
2313,experiment,False,0,I always find they are good for a little quick ass.,", I always find they are good for a little quick ass"
2569,experiment,False,0,"You have the grand gift of silence, Watson. It make you invaluable as a partner.","You have the grand gift of silence, Watson.  It make you invaluable as a partner."
10,experiment,True,0,The first and most important rule of gunrunning is never get shot with your own merchandise.,
266,experiment,False,0,The only time a whore should open her mouth is when she opens her head.,The only time a whore should open her mouth is when she's giving head.
778,experiment,False,0,"You ask me one more question, and I'm beating the shit out of you!","You ask me one more question, and I'm beating the shit out of you!"
1034,experiment,False,0,I thought you meant the other Italian restaurant you asked me to marry you in,I thought you meant the other Italian restaurant you asked me to marry you in.
1290,experiment,False,0,"It's hard to put in words, the deep connection the People have to the forest.",It's hard to put in words the deep connection the People have to the forest.
1546,experiment,False,0,I'll be up in while to help you ring in the new year.,I'll be up in a while to help you ring in the new year.
1802,experiment,False,0,The only time a whore should open her mouth is when she opens her head.,The only time a whore should open her mouth is when she opens her head.
2058,experiment,False,0,"If I don't make it up, then you go ahead and have a great time.","If i don't make it up, then you go ahead and have a great time"
2314,experiment,False,0,"I thought you meant the other Italian restaurant, the one you asked me to marry you in","I thought you meant the other Italian restaurant, the one you asked me to marry you in"
2570,experiment,False,0,Is looking like a constipated dog a prerequisite to getting a job in the art world,Is looking like a constipated warthog a prerequisite for getting a job in the Art World?
11,experiment,True,0,"At least when they say they're going to have a war, they keep their word.",
267,experiment,False,0,"Will you tell him when i conduct and interview, I sit anywhere i damn please!","Will you tell him that when I conduct an interview, I sit anywhere I damn please!"
779,experiment,False,0,I thought you meant the other Italian restaurant I asked you to marry me in,I thought you meant the other Italian restaurant I asked you to marry me in
1035,experiment,False,0,In Korea we stacked fucks like they were five feet tall.,In Korea we stacked fucks like they were five feet tall.
1291,experiment,False,0,"Well, we are not in the middle of nowhere, but we can see it from here.","Well, we're not in the middle of nowhere, but we can see it from here."
1547,experiment,False,0,"It's hard to put into words, the connection that people have to the forest","It;s hard to put into words, the connection that people have to the forest"
1803,experiment,False,0,I've got to break the news to Megan's friend about what has happened.,I've got to break the news to Megan's friend about what has happened
2059,experiment,False,0,"That the influence of right food, the influence of right breathing","That's the influence of right food, the right influence and breathing"
2315,experiment,False,0,"Will you tell him that when I conduct interview, I see where I damn well please","Will you tell him that when I conduct interview, I see where I damn well please"
2571,experiment,False,0,"At least they say when they are going to have a war, they kept their word","At least they say when they are going to have a war, they kept their word"
12,experiment,True,0,You ask me one more question and I'm beating the shit out of you!,
268,experiment,False,0,"Also, we're heading straight for the sun and can't seem to change course.","Also, we're heading right for the sun and can't seem to change course."
524,experiment,False,0,You ask me one more question and I'm beating the shit out of you!,You ask me one more question and I'm beating the shit out of you!
780,experiment,False,0,"See, the kind of people you steal things from, they have insurance to compensate it.","See, the kind of people you steal things from, they have insurance to compensate them."
1292,experiment,False,0,Is looking like a constipated warthog a prerequisite for a job in the art world?,Is looking like a constipated warthog a prerequisite for a job in the art world?
1548,experiment,False,0,And we have to decide if we want to come out of this dead or alive.,And we have to decide if we want to come out of this dead or alive.
1804,experiment,False,0,I'll be up in the bit to help you ring in a new year,I'll be up in the bit to help you ring in a new year
2060,experiment,False,0,This is the first one that looked like it was hiding from the world at large,This is the first one that looked like it was hiding from the world at large.
2316,experiment,False,0,"The emperor has made a critical error, our time for attack has come","The Emperor has made a critical error, and our time for attack has come."
2572,experiment,False,0,You of all people should know Terry: there is always someone watching.,You of all people should know Terry: in your hotel there is always someone watching.
13,experiment,True,0,"It's all part of your image, I don't believe a word of it.",
269,experiment,False,0,"That's the influence of the right food, the right exercise, and the right breathing.","That's the influence of the right food, the right exercise, and the right breathing."
525,experiment,False,0,I'll be up in a while to help you ring in the new year.,I'll be up in a while to help you ring in the New Year.
781,experiment,False,0,The emperor has made a critical error and the time for our attack has begun.,The emperor has made a critical error and the time for our attack has begun.
1549,experiment,False,0,The first most important point of gunrunning is never get shot by your own product.,The first most important rule of gunrunning is never get shot by your own product.
1805,experiment,False,0,You ask me one more question and I will be the shit out of you,You ask me one more question and i am being the shit out of you!
2061,experiment,False,0,Actually my friend will pronounce you dead and I will keep him company.,actually my friend will pronounce you dead and i will keep him company
2317,experiment,False,0,Is looking like a constipated warthog a for getting a job in the art world,Is looking like a constipated warthog a for getting a job in the art world.
2573,experiment,False,0,In Korea we stacked fucks like you could,In Korea we stacked fucks like you could
14,experiment,True,0,"I don't know what he was, but he made Frankenstein look like a lily!",
270,experiment,False,0,"Are you always this funny, or only on days when you're wanted for murder?","Are you always this funny, or only on days when you're wanted for murder?"
526,experiment,False,0,"See, the kinds of people you steal things from, they have insurance to compensate them.","See, the kind of people you steal things from, they have insurance to compensate them."
782,experiment,False,0,"I'm not happy about having to steal that horse, but I do have my pride","I'm not happy about having to steal that horse, but i do have my pride"
1294,experiment,False,0,The first and most important part of gunrunning is not get shot with your own merchandise.,The first and most important part of gunrunning is don't get shot with your own merchandise
1550,experiment,False,0,You know Terry: in your fuck.,You know Terry: in your fuck
1806,experiment,False,0,Each and every one of these kids happens to be 21 years old,Each and every one of these kids happens to be 21 years old.
2062,experiment,False,0,The first and most important rule of gunrunning is not to get shot with any of your merchandise.,The first and most important rule of gunrunning is not to get shot with any of your merchandise.
2318,experiment,False,0,Do not piss me off Junior or I will redecorate this office with your brains.,Do not piss me off Junior or I will redecorate this office with your brains.
2574,experiment,False,0,"It's all memorabilia, integral, not intellectual you see","It's all memorabilia, integral not intellectual, you see"
15,experiment,True,0,"Now, look, I want you to drive me around the corner and wait for me.",
271,experiment,False,0,"Who could love a man who, keeps jumping through burning hoops, like a trained poodle?","Who could love a man who keeps jumping through burning hoops, like a trained poodle?"
783,experiment,False,0,You don't have to tell me your secret if you don't want to,You don't have to tell me your secret if you don't want to
1295,experiment,False,0,"I'm not happy about stealing that horse, but at least I still have my pride.",I'm not happy about stealing that horse. But I still have my pride.
1551,experiment,False,0,You don't have to tell me your secret if you don't want to.,You don't have to tell me your secret if you don't want to
1807,experiment,False,0,If you really wanted to mess me up you should have got to me earlier,If you really wanted to mess me up you should have got to me earlier
2063,experiment,False,0,The things that haunt a guy a the things he wasn't taught to do,The things that haunt a guy is the things he wasn't ordered to do.
2319,experiment,False,0,"Actually, my friend will pronounce you dead in a few minutes and I thought I would keep him company.","Actually, my friend will pronounce you dead in a few minutes and I thought I would keep him company."
2575,experiment,False,0,"I do know what he was,but he made Frankenstein look like a lily.","I don't know what he was, but he made Frankenstein look like a lily."
16,experiment,True,0,The only time a whore should open her mouth is when she's giving head.,
272,experiment,False,0,"Now, look, I want you to drive me around the corner and wait for me.","Now, look, I want you to drive me around the corner and wait for me."
528,experiment,False,0,Each and every one of this kids just so happens to be 21 years old.,Each and every one of these kids just so happens to be 21 years old.
