id,bucket,is_root,spam,text,parent_text
3,experiment,True,0,This is the first one that looked like it was hiding from the world at large.,
4,experiment,True,0,"Don't piss me off, junior. Or I will repaint this office with your brains.",
5,experiment,True,0,The first and most important rule of gunrunning is never get shot with your own merchandise.,
6,experiment,True,0,"Actually, my friend will pronounce you dead shortly and I thought I might keep him company.",
7,experiment,True,0,You don't have to tell me your secret if you don't want to.,
8,experiment,True,0,"Can you think of anything else, Barbara, they might have told me about that party?",
11,experiment,False,0,"Don't piss me off, junior. Or I will repaint this office with your brains.","Don't piss me off, junior. Or I will repaint this office with your brains."
12,experiment,False,0,The first and most important rule of gunrunning is never get shot with your own merchandise.,The first and most important rule of gunrunning is never get shot with your own merchandise.
13,experiment,False,0,"Actually, my friend will pronounce you dead shortly and I thought I might keep him company.","Actually, my friend will pronounce you dead shortly and I thought I might keep him company."
14,experiment,False,0,You don't have to tell me your secret if you don't want to.,You don't have to tell me your secret if you don't want to.
15,experiment,False,0,"Can you think of anything else, Barbara, they might have told me about that party?","Can you think of anything else, Barbara, they might have told me about that party?"
16,experiment,False,0,This is the first one that looked like it was hiding from the world at large.,This is the first one that looked like it was hiding from the world at large.
20,experiment,False,0,Actually my friend will pronounce you dead soon and I was going to keep him company,"Actually, my friend will pronounce you dead shortly and I thought I might keep him company."
23,experiment,False,0,"Can you think of anything else Barbara, that they might have told you about the party?","Can you think of anything else, Barbara, they might have told me about that party?"
26,experiment,False,0,The first and most important rule of gunrunning is never get shot with your own merchandise,The first and most important rule of gunrunning is never get shot with your own merchandise.
27,experiment,False,0,This is the first one that looked like it was hiding from the world at large,This is the first one that looked like it was hiding from the world at large.
28,experiment,False,0,You don't have to tell me your secret if you don't want to,You don't have to tell me your secret if you don't want to.
31,experiment,False,0,Actually your friend might pronounce you dead shortly and I thought I might keep him company,"Actually, my friend will pronounce you dead shortly and I thought I might keep him company."
32,experiment,False,0,"Don't piss me off Junior, or I will repaint this office with your brains","Don't piss me off, junior. Or I will repaint this office with your brains."
34,experiment,False,0,You don't have to tell me your secret if you don't want to,You don't have to tell me your secret if you don't want to.
35,experiment,False,0,This is the first one that looked like it was hiding from the world at large,This is the first one that looked like it was hiding from the world at large.
36,experiment,False,0,"The first and most important rule of gunrunning, is not to be shot with your own merchandise",The first and most important rule of gunrunning is never get shot with your own merchandise.
37,experiment,False,0,You don't have to tell me your secret if you don't want to,You don't have to tell me your secret if you don't want to
38,experiment,False,0,Actually your friend might pronounce you dead shortly and I thought I might keep him company,Actually your friend might pronounce you dead shortly and I thought I might keep him company
39,experiment,False,0,"Can you think of anything else Barbara, that they might have told you about the party?","Can you think of anything else Barbara, that they might have told you about the party?"
41,experiment,False,0,The first and most important rule of gunrunning is not to get shot with your own merchandise,The first and most important rule of gunrunning is never get shot with your own merchandise
42,experiment,False,0,This is the first one that looked like it was hiding from the world at large,This is the first one that looked like it was hiding from the world at large
43,experiment,False,1,don't piss me off joiner or ill,"Don't piss me off Junior, or I will repaint this office with your brains"
44,experiment,False,0,You don't have to tell me your secret if you don't want to,You don't have to tell me your secret if you don't want to
